year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct
2022,5,Germany,Europe,44,43,36,10,Microsoft Copilot,93,0.94,Draft,45,36,Yes,9
2022,5,Brazil,South America,39,42,37,37,Microsoft Copilot,75,0.7,Active,40,34,Yes,10
2022,5,Pakistan,Asia,39,41,42,8,ChatGPT,45,0.55,Draft,43,25,No,5
2022,5,Nigeria,Africa,42,35,39,22,ChatGPT,42,0.52,Active,47,32,No,9
2022,5,Canada,North America,37,43,37,54,Google Gemini,94,0.92,Active,41,29,Yes,7
2022,5,Australia,Oceania,39,35,40,55,ChatGPT,96,0.93,Draft,43,28,Yes,1
2022,6,United States,North America,37,36,38,32,Microsoft Copilot,90,0.9,Active,38,30,Yes,3
2022,6,United Kingdom,Europe,41,39,42,14,Microsoft Copilot,92,0.91,None,43,27,Yes,10
2022,6,China,Asia,38,37,37,18,ChatGPT,70,0.75,Draft,39,25,No,7
2022,6,India,Asia,37,42,42,18,Microsoft Copilot,50,0.64,None,41,23,Yes,1
2022,6,Germany,Europe,36,43,36,37,ChatGPT,93,0.94,None,40,29,No,3
2022,6,Brazil,South America,44,37,40,23,ChatGPT,75,0.7,None,49,38,No,8
2022,6,Pakistan,Asia,39,38,41,24,Microsoft Copilot,45,0.55,Draft,42,31,Yes,3
2022,6,Nigeria,Africa,45,39,35,32,Khanmigo,42,0.52,Active,50,33,No,10
2022,6,Canada,North America,45,36,37,8,Google Gemini,94,0.92,Draft,46,33,Yes,4
2022,6,Australia,Oceania,38,40,39,40,Khanmigo,96,0.93,None,38,27,Yes,10
2022,7,United States,North America,38,43,35,5,Khanmigo,90,0.9,Active,38,31,Yes,10
2022,7,United Kingdom,Europe,41,35,36,8,Google Gemini,92,0.91,None,45,31,No,7
2022,7,China,Asia,40,43,35,51,ChatGPT,70,0.75,Active,40,30,Yes,2
2022,7,India,Asia,44,35,36,46,Microsoft Copilot,50,0.64,None,45,34,No,1
2022,7,Germany,Europe,37,41,35,36,Microsoft Copilot,93,0.94,Draft,40,28,No,6
2022,7,Brazil,South America,36,39,39,23,Microsoft Copilot,75,0.7,None,40,29,Yes,7
2022,7,Pakistan,Asia,35,42,35,30,Google Gemini,45,0.55,Active,39,20,Yes,4
2022,7,Nigeria,Africa,41,42,39,41,Khanmigo,42,0.52,Active,42,31,Yes,9
2022,7,Canada,North America,40,42,35,12,Khanmigo,94,0.92,Draft,41,29,No,7
2022,7,Australia,Oceania,39,39,36,35,Microsoft Copilot,96,0.93,None,44,28,No,2
2022,8,United States,North America,44,36,38,12,ChatGPT,90,0.9,None,44,31,No,2
2022,8,United Kingdom,Europe,45,36,36,29,Khanmigo,92,0.91,Active,45,31,Yes,5
2022,8,China,Asia,38,37,41,32,Google Gemini,70,0.75,None,41,23,No,4
2022,8,India,Asia,42,41,35,14,Google Gemini,50,0.64,None,45,27,Yes,4
2022,8,Germany,Europe,42,43,39,49,Google Gemini,93,0.94,None,47,28,Yes,2
2022,8,Brazil,South America,36,42,37,14,Google Gemini,75,0.7,None,40,25,Yes,8
2022,8,Pakistan,Asia,41,36,41,26,Google Gemini,45,0.55,None,43,29,Yes,7
2022,8,Nigeria,Africa,36,41,37,49,Google Gemini,42,0.52,Draft,40,31,Yes,10
2022,8,Canada,North America,40,38,40,19,Google Gemini,94,0.92,None,45,25,No,9
2022,8,Australia,Oceania,39,36,42,50,Microsoft Copilot,96,0.93,Active,39,25,No,8
2022,9,United States,North America,45,36,41,31,ChatGPT,90,0.9,Active,50,34,No,10
2022,9,United Kingdom,Europe,44,38,37,5,Khanmigo,92,0.91,Draft,46,33,No,10
2022,9,China,Asia,35,43,39,18,Microsoft Copilot,70,0.75,Draft,35,27,Yes,5
2022,9,India,Asia,40,38,42,15,ChatGPT,50,0.64,Draft,43,28,Yes,4
2022,9,Germany,Europe,43,42,36,58,ChatGPT,93,0.94,Active,48,32,Yes,10
2022,9,Brazil,South America,44,43,37,25,Microsoft Copilot,75,0.7,Draft,49,39,No,8
2022,9,Pakistan,Asia,43,36,39,59,Google Gemini,45,0.55,Active,47,36,No,9
2022,9,Nigeria,Africa,45,36,41,36,Google Gemini,42,0.52,None,47,38,Yes,1
2022,9,Canada,North America,36,35,35,22,Google Gemini,94,0.92,None,38,22,Yes,3
2022,9,Australia,Oceania,40,38,42,41,Khanmigo,96,0.93,None,43,28,No,5
2022,10,United States,North America,43,40,41,28,Khanmigo,90,0.9,Draft,43,33,Yes,10
2022,10,United Kingdom,Europe,40,38,37,48,Google Gemini,92,0.91,Draft,40,33,No,6
2022,10,China,Asia,43,42,37,23,Google Gemini,70,0.75,Draft,47,28,No,5
2022,10,India,Asia,39,39,41,36,ChatGPT,50,0.64,None,43,32,Yes,5
2022,10,Germany,Europe,36,41,37,14,Khanmigo,93,0.94,None,41,28,Yes,5
2022,10,Brazil,South America,39,41,42,45,Khanmigo,75,0.7,None,41,31,Yes,6
2022,10,Pakistan,Asia,39,37,41,8,ChatGPT,45,0.55,Active,42,32,Yes,3
2022,10,Nigeria,Africa,39,40,42,34,ChatGPT,42,0.52,Active,41,29,Yes,2
2022,10,Canada,North America,42,39,41,53,Microsoft Copilot,94,0.92,Draft,47,35,No,9
2022,10,Australia,Oceania,43,43,40,56,Khanmigo,96,0.93,None,46,34,No,2
2022,11,United States,North America,42,35,40,13,Khanmigo,90,0.9,Draft,46,37,No,5
2022,11,United Kingdom,Europe,42,37,42,10,Khanmigo,92,0.91,Draft,43,33,No,1
2022,11,China,Asia,41,39,37,32,Microsoft Copilot,70,0.75,Draft,45,29,No,4
2022,11,India,Asia,41,37,42,56,Microsoft Copilot,50,0.64,Draft,46,28,Yes,9
2022,11,Germany,Europe,35,43,39,17,ChatGPT,93,0.94,None,35,25,Yes,7
2022,11,Brazil,South America,40,36,36,44,ChatGPT,75,0.7,Active,42,35,No,1
2022,11,Pakistan,Asia,36,41,37,16,Microsoft Copilot,45,0.55,Active,39,26,Yes,8
2022,11,Nigeria,Africa,35,36,42,57,Khanmigo,42,0.52,Active,35,25,No,4
2022,11,Canada,North America,41,39,37,36,Google Gemini,94,0.92,None,42,36,Yes,3
2022,11,Australia,Oceania,43,38,37,49,Google Gemini,96,0.93,Draft,45,37,Yes,9
2022,12,United States,North America,45,37,38,25,Khanmigo,90,0.9,Active,48,31,Yes,10
2022,12,United Kingdom,Europe,41,35,39,35,Google Gemini,92,0.91,Active,41,31,No,5
2022,12,China,Asia,38,38,35,44,Google Gemini,70,0.75,Active,42,30,Yes,3
2022,12,India,Asia,41,35,36,38,ChatGPT,50,0.64,Draft,42,26,Yes,6
2022,12,Germany,Europe,39,40,36,20,Google Gemini,93,0.94,None,41,26,Yes,8
2022,12,Brazil,South America,38,41,38,18,Google Gemini,75,0.7,Draft,40,24,Yes,8
2022,12,Pakistan,Asia,41,39,38,37,Microsoft Copilot,45,0.55,None,45,27,Yes,5
2022,12,Nigeria,Africa,36,39,36,9,Khanmigo,42,0.52,Draft,36,25,Yes,9
2022,12,Canada,North America,42,36,35,14,ChatGPT,94,0.92,Active,42,34,No,8
2022,12,Australia,Oceania,39,36,42,52,Microsoft Copilot,96,0.93,Draft,44,29,No,3
2023,1,United States,North America,50,45,40,43,Khanmigo,90,0.9,Draft,52,43,Yes,6
2023,1,United Kingdom,Europe,40,48,44,52,Google Gemini,92,0.91,Draft,40,33,Yes,2
2023,1,China,Asia,48,45,41,21,Google Gemini,70,0.75,Active,49,38,No,2
2023,1,India,Asia,48,40,43,5,ChatGPT,50,0.64,Draft,52,40,No,3
2023,1,Germany,Europe,49,44,46,31,Google Gemini,93,0.94,Active,53,40,No,4
2023,1,Brazil,South America,43,40,47,56,Google Gemini,75,0.7,Draft,48,35,Yes,7
2023,1,Pakistan,Asia,47,48,42,39,Google Gemini,45,0.55,Draft,49,42,Yes,9
2023,1,Nigeria,Africa,46,41,44,56,Khanmigo,42,0.52,Draft,51,39,Yes,2
2023,1,Canada,North America,40,40,41,18,Khanmigo,94,0.92,Active,45,31,No,3
2023,1,Australia,Oceania,48,41,47,10,Khanmigo,96,0.93,Draft,51,40,No,8
2023,2,United States,North America,47,48,42,50,Microsoft Copilot,90,0.9,Active,47,41,Yes,6
2023,2,United Kingdom,Europe,40,40,47,60,Google Gemini,92,0.91,Draft,44,34,Yes,9
2023,2,China,Asia,40,43,46,50,Google Gemini,70,0.75,Draft,45,30,No,7
2023,2,India,Asia,47,45,42,50,ChatGPT,50,0.64,Active,50,40,No,7
2023,2,Germany,Europe,40,45,46,33,Khanmigo,93,0.94,None,41,33,Yes,10
2023,2,Brazil,South America,48,44,41,28,Microsoft Copilot,75,0.7,Draft,51,40,No,3
2023,2,Pakistan,Asia,49,46,46,43,ChatGPT,45,0.55,Active,51,44,Yes,3
2023,2,Nigeria,Africa,44,47,47,48,ChatGPT,42,0.52,Draft,44,35,No,3
2023,2,Canada,North America,46,47,42,52,Google Gemini,94,0.92,Active,48,35,Yes,7
2023,2,Australia,Oceania,42,48,45,48,Microsoft Copilot,96,0.93,Active,42,34,Yes,8
2023,3,United States,North America,45,41,43,46,Microsoft Copilot,90,0.9,Active,45,37,Yes,5
2023,3,United Kingdom,Europe,50,47,40,21,ChatGPT,92,0.91,None,50,40,Yes,2
2023,3,China,Asia,43,46,43,25,Google Gemini,70,0.75,Draft,44,37,Yes,9
2023,3,India,Asia,44,46,40,23,ChatGPT,50,0.64,Active,48,32,Yes,2
2023,3,Germany,Europe,40,47,47,27,Microsoft Copilot,93,0.94,Active,42,35,Yes,4
2023,3,Brazil,South America,42,47,45,10,ChatGPT,75,0.7,None,46,30,No,5
2023,3,Pakistan,Asia,43,42,43,13,ChatGPT,45,0.55,Active,43,28,No,1
2023,3,Nigeria,Africa,45,43,40,42,Khanmigo,42,0.52,None,46,35,Yes,1
2023,3,Canada,North America,43,46,43,40,ChatGPT,94,0.92,Draft,43,36,Yes,8
2023,3,Australia,Oceania,50,43,42,22,ChatGPT,96,0.93,None,52,45,Yes,6
2023,4,United States,North America,42,41,40,34,ChatGPT,90,0.9,Active,43,33,No,8
2023,4,United Kingdom,Europe,44,41,46,15,Microsoft Copilot,92,0.91,Draft,49,31,Yes,7
2023,4,China,Asia,44,43,45,45,Khanmigo,70,0.75,None,48,37,Yes,4
2023,4,India,Asia,44,46,40,60,ChatGPT,50,0.64,Active,47,32,Yes,10
2023,4,Germany,Europe,42,48,43,12,ChatGPT,93,0.94,Draft,45,27,Yes,7
2023,4,Brazil,South America,45,45,45,28,Khanmigo,75,0.7,Draft,50,38,No,4
2023,4,Pakistan,Asia,40,42,40,16,ChatGPT,45,0.55,Active,43,26,Yes,9
2023,4,Nigeria,Africa,50,44,46,46,Google Gemini,42,0.52,Active,54,40,No,1
2023,4,Canada,North America,41,46,47,21,Khanmigo,94,0.92,Draft,41,26,No,6
2023,4,Australia,Oceania,46,46,42,12,Microsoft Copilot,96,0.93,None,50,41,Yes,5
2023,5,United States,North America,41,45,42,42,Google Gemini,90,0.9,None,45,34,No,1
2023,5,United Kingdom,Europe,44,48,41,47,ChatGPT,92,0.91,Draft,48,39,Yes,1
2023,5,China,Asia,44,43,42,21,ChatGPT,70,0.75,Draft,44,31,Yes,4
2023,5,India,Asia,47,42,46,23,Khanmigo,50,0.64,Draft,49,39,No,5
2023,5,Germany,Europe,42,44,47,28,Microsoft Copilot,93,0.94,Active,45,28,Yes,7
2023,5,Brazil,South America,48,40,40,26,Google Gemini,75,0.7,None,52,35,No,1
2023,5,Pakistan,Asia,44,48,41,24,Microsoft Copilot,45,0.55,Active,46,32,No,8
2023,5,Nigeria,Africa,40,44,41,16,Microsoft Copilot,42,0.52,Draft,45,26,Yes,10
2023,5,Canada,North America,41,44,46,51,ChatGPT,94,0.92,None,44,36,Yes,9
2023,5,Australia,Oceania,48,47,43,59,Khanmigo,96,0.93,Draft,50,38,Yes,7
2023,6,United States,North America,49,45,43,43,Khanmigo,90,0.9,None,49,44,Yes,7
2023,6,United Kingdom,Europe,43,47,42,57,ChatGPT,92,0.91,Active,47,37,No,9
2023,6,China,Asia,47,41,43,31,Microsoft Copilot,70,0.75,Active,51,35,Yes,9
2023,6,India,Asia,47,43,42,23,ChatGPT,50,0.64,None,52,37,Yes,10
2023,6,Germany,Europe,40,47,42,47,ChatGPT,93,0.94,Draft,42,32,Yes,10
2023,6,Brazil,South America,43,45,42,34,Khanmigo,75,0.7,Draft,43,34,Yes,4
2023,6,Pakistan,Asia,41,47,43,53,Microsoft Copilot,45,0.55,None,44,33,No,2
2023,6,Nigeria,Africa,41,45,41,12,ChatGPT,42,0.52,Draft,43,36,No,2
2023,6,Canada,North America,45,48,47,60,ChatGPT,94,0.92,Draft,50,30,No,9
2023,6,Australia,Oceania,41,41,41,26,Khanmigo,96,0.93,None,43,27,No,2
2023,7,United States,North America,50,48,40,40,Google Gemini,90,0.9,None,55,44,No,3
2023,7,United Kingdom,Europe,46,44,41,17,Google Gemini,92,0.91,Draft,50,33,No,3
2023,7,China,Asia,47,44,41,60,Google Gemini,70,0.75,Active,52,38,Yes,9
2023,7,India,Asia,47,46,41,14,Microsoft Copilot,50,0.64,Draft,48,37,Yes,9
2023,7,Germany,Europe,41,40,41,59,Khanmigo,93,0.94,None,43,28,Yes,1
2023,7,Brazil,South America,42,48,47,21,Google Gemini,75,0.7,Draft,47,33,No,4
2023,7,Pakistan,Asia,40,45,44,35,ChatGPT,45,0.55,Draft,43,29,No,5
2023,7,Nigeria,Africa,42,40,46,38,Microsoft Copilot,42,0.52,Draft,47,31,Yes,4
2023,7,Canada,North America,49,42,43,35,Khanmigo,94,0.92,Draft,53,44,No,10
2023,7,Australia,Oceania,46,45,43,27,Microsoft Copilot,96,0.93,None,51,38,Yes,7
2023,8,United States,North America,48,44,47,32,ChatGPT,90,0.9,Active,53,43,No,4
2023,8,United Kingdom,Europe,50,48,46,55,ChatGPT,92,0.91,Draft,51,43,No,3
2023,8,China,Asia,43,45,43,13,Google Gemini,70,0.75,Draft,46,31,No,7
2023,8,India,Asia,47,42,43,9,Microsoft Copilot,50,0.64,Active,50,34,No,5
2023,8,Germany,Europe,48,46,47,41,Google Gemini,93,0.94,Active,53,43,No,10
2023,8,Brazil,South America,41,46,41,36,Khanmigo,75,0.7,Active,42,33,No,2
2023,8,Pakistan,Asia,48,41,43,32,Google Gemini,45,0.55,Active,49,33,Yes,7
2023,8,Nigeria,Africa,44,48,45,47,Khanmigo,42,0.52,Draft,49,38,No,3
2023,8,Canada,North America,40,43,45,55,Google Gemini,94,0.92,Draft,42,26,Yes,8
2023,8,Australia,Oceania,46,40,42,27,ChatGPT,96,0.93,Active,50,40,No,10
2023,9,United States,North America,44,42,40,9,ChatGPT,90,0.9,Active,48,34,Yes,4
2023,9,United Kingdom,Europe,40,48,40,14,Google Gemini,92,0.91,Draft,43,34,No,7
2023,9,China,Asia,49,45,46,28,Khanmigo,70,0.75,Active,53,38,Yes,7
2023,9,India,Asia,46,43,42,17,Microsoft Copilot,50,0.64,Active,46,41,Yes,3
2023,9,Germany,Europe,40,42,43,15,Khanmigo,93,0.94,None,41,34,Yes,5
2023,9,Brazil,South America,41,44,42,17,Microsoft Copilot,75,0.7,Draft,45,29,No,4
2023,9,Pakistan,Asia,48,46,44,60,Google Gemini,45,0.55,None,49,36,Yes,5
2023,9,Nigeria,Africa,40,46,44,32,ChatGPT,42,0.52,None,41,26,No,8
2023,9,Canada,North America,41,43,46,56,Microsoft Copilot,94,0.92,Draft,44,27,No,9
2023,9,Australia,Oceania,48,43,42,29,Khanmigo,96,0.93,Active,51,41,Yes,7
2023,10,United States,North America,45,40,44,6,Google Gemini,90,0.9,None,48,39,No,8
2023,10,United Kingdom,Europe,49,42,44,32,Microsoft Copilot,92,0.91,Active,53,43,No,5
2023,10,China,Asia,50,42,41,24,Microsoft Copilot,70,0.75,Active,52,38,Yes,1
2023,10,India,Asia,43,47,43,22,Microsoft Copilot,50,0.64,Draft,46,36,Yes,2
2023,10,Germany,Europe,45,47,44,35,Khanmigo,93,0.94,Active,46,40,No,4
2023,10,Brazil,South America,46,40,45,41,Google Gemini,75,0.7,Draft,49,35,No,7
2023,10,Pakistan,Asia,49,45,47,30,Google Gemini,45,0.55,Draft,52,44,Yes,7
2023,10,Nigeria,Africa,47,42,41,55,Google Gemini,42,0.52,Draft,49,35,Yes,6
2023,10,Canada,North America,42,41,46,24,Khanmigo,94,0.92,Draft,45,32,Yes,6
2023,10,Australia,Oceania,49,41,43,12,Google Gemini,96,0.93,None,50,40,Yes,5
2023,11,United States,North America,47,47,46,6,Google Gemini,90,0.9,None,51,32,No,9
2023,11,United Kingdom,Europe,50,44,46,12,Microsoft Copilot,92,0.91,Draft,51,45,No,6
2023,11,China,Asia,40,46,42,36,Google Gemini,70,0.75,None,42,31,No,6
2023,11,India,Asia,49,40,46,18,ChatGPT,50,0.64,None,52,43,Yes,6
2023,11,Germany,Europe,45,43,43,26,Khanmigo,93,0.94,Active,45,32,Yes,8
2023,11,Brazil,South America,43,47,43,38,Microsoft Copilot,75,0.7,Active,43,35,Yes,9
2023,11,Pakistan,Asia,50,41,47,48,Microsoft Copilot,45,0.55,Active,54,43,Yes,4
2023,11,Nigeria,Africa,50,42,43,13,Google Gemini,42,0.52,Active,51,36,Yes,6
2023,11,Canada,North America,44,45,43,34,ChatGPT,94,0.92,None,44,32,Yes,9
2023,11,Australia,Oceania,47,42,44,26,Google Gemini,96,0.93,Active,49,38,Yes,2
2023,12,United States,North America,44,46,46,16,Google Gemini,90,0.9,None,45,33,No,4
2023,12,United Kingdom,Europe,50,48,44,29,ChatGPT,92,0.91,Draft,52,45,No,4
2023,12,China,Asia,41,46,41,39,Google Gemini,70,0.75,Active,45,26,No,8
2023,12,India,Asia,42,40,47,10,Google Gemini,50,0.64,None,44,36,Yes,7
2023,12,Germany,Europe,40,40,44,12,Khanmigo,93,0.94,Draft,43,29,Yes,6
2023,12,Brazil,South America,43,41,47,23,Microsoft Copilot,75,0.7,Active,46,32,No,4
2023,12,Pakistan,Asia,40,42,47,36,Khanmigo,45,0.55,Active,43,30,No,2
2023,12,Nigeria,Africa,50,45,47,26,Microsoft Copilot,42,0.52,None,55,44,No,4
2023,12,Canada,North America,50,44,45,15,Khanmigo,94,0.92,Draft,51,45,Yes,7
2023,12,Australia,Oceania,48,41,44,19,Khanmigo,96,0.93,None,50,39,No,6
2024,1,United States,North America,55,46,50,25,Microsoft Copilot,90,0.9,Active,56,47,Yes,1
2024,1,United Kingdom,Europe,45,49,48,18,ChatGPT,92,0.91,Active,49,34,Yes,3
2024,1,China,Asia,45,50,51,17,Khanmigo,70,0.75,Active,50,34,No,9
2024,1,India,Asia,47,52,50,53,ChatGPT,50,0.64,None,48,34,No,1
2024,1,Germany,Europe,46,48,51,33,Microsoft Copilot,93,0.94,Active,49,33,No,1
2024,1,Brazil,South America,47,49,48,49,Google Gemini,75,0.7,None,50,32,Yes,3
2024,1,Pakistan,Asia,55,46,49,42,Microsoft Copilot,45,0.55,None,60,45,Yes,9
2024,1,Nigeria,Africa,54,53,47,41,Google Gemini,42,0.52,Active,55,49,Yes,4
2024,1,Canada,North America,55,49,48,33,Khanmigo,94,0.92,Active,57,45,No,7
2024,1,Australia,Oceania,46,47,52,51,ChatGPT,96,0.93,Active,46,31,Yes,9
2024,2,United States,North America,49,51,52,52,ChatGPT,90,0.9,Active,51,43,Yes,7
2024,2,United Kingdom,Europe,47,50,52,6,Microsoft Copilot,92,0.91,Active,52,42,Yes,2
2024,2,China,Asia,45,50,51,23,Google Gemini,70,0.75,None,49,39,Yes,9
2024,2,India,Asia,52,47,45,20,Microsoft Copilot,50,0.64,None,52,40,Yes,10
2024,2,Germany,Europe,51,48,49,24,Khanmigo,93,0.94,Draft,51,41,Yes,1
2024,2,Brazil,South America,50,52,49,11,Google Gemini,75,0.7,None,50,41,No,9
2024,2,Pakistan,Asia,54,45,50,21,ChatGPT,45,0.55,Draft,54,45,Yes,8
2024,2,Nigeria,Africa,50,47,52,26,Microsoft Copilot,42,0.52,Active,54,40,Yes,10
2024,2,Canada,North America,50,48,45,12,ChatGPT,94,0.92,Active,51,40,No,9
2024,2,Australia,Oceania,46,45,45,42,Khanmigo,96,0.93,Active,46,41,Yes,4
2024,3,United States,North America,52,52,49,21,Google Gemini,90,0.9,None,57,41,No,9
2024,3,United Kingdom,Europe,50,45,46,39,Khanmigo,92,0.91,Draft,54,40,No,5
2024,3,China,Asia,48,50,49,17,Khanmigo,70,0.75,Draft,51,41,Yes,8
2024,3,India,Asia,45,46,50,17,Microsoft Copilot,50,0.64,Active,46,39,No,5
2024,3,Germany,Europe,48,51,52,34,Google Gemini,93,0.94,Draft,51,38,No,9
2024,3,Brazil,South America,53,46,48,53,ChatGPT,75,0.7,Active,54,38,Yes,9
2024,3,Pakistan,Asia,52,45,45,38,Google Gemini,45,0.55,Draft,52,45,No,7
2024,3,Nigeria,Africa,47,50,48,31,Google Gemini,42,0.52,None,47,33,Yes,7
2024,3,Canada,North America,51,47,49,52,Google Gemini,94,0.92,Active,56,39,Yes,7
2024,3,Australia,Oceania,46,45,49,58,Khanmigo,96,0.93,Active,51,35,Yes,7
2024,4,United States,North America,46,52,51,32,Microsoft Copilot,90,0.9,None,47,37,No,8
2024,4,United Kingdom,Europe,52,53,47,48,ChatGPT,92,0.91,None,57,43,No,8
2024,4,China,Asia,48,47,48,14,Khanmigo,70,0.75,None,50,41,No,6
2024,4,India,Asia,53,45,49,58,ChatGPT,50,0.64,Draft,57,41,Yes,9
2024,4,Germany,Europe,45,49,52,26,Khanmigo,93,0.94,Draft,49,35,No,7
2024,4,Brazil,South America,49,52,49,43,Google Gemini,75,0.7,None,54,43,No,2
2024,4,Pakistan,Asia,50,50,52,53,ChatGPT,45,0.55,Active,53,43,No,1
2024,4,Nigeria,Africa,48,52,47,58,Khanmigo,42,0.52,Active,53,33,Yes,4
2024,4,Canada,North America,46,46,46,47,Khanmigo,94,0.92,Draft,50,41,No,8
2024,4,Australia,Oceania,48,48,46,32,ChatGPT,96,0.93,Active,50,39,Yes,5
2024,5,United States,North America,45,52,48,11,ChatGPT,90,0.9,None,50,30,Yes,2
2024,5,United Kingdom,Europe,55,53,50,57,Microsoft Copilot,92,0.91,Draft,56,45,No,6
2024,5,China,Asia,55,49,47,40,ChatGPT,70,0.75,Active,60,45,Yes,2
2024,5,India,Asia,55,49,45,23,Google Gemini,50,0.64,Draft,55,48,Yes,4
2024,5,Germany,Europe,51,51,49,34,ChatGPT,93,0.94,None,51,42,Yes,6
2024,5,Brazil,South America,50,53,51,19,Khanmigo,75,0.7,Active,55,39,Yes,8
2024,5,Pakistan,Asia,46,50,47,32,Google Gemini,45,0.55,Draft,51,32,Yes,3
2024,5,Nigeria,Africa,50,46,46,26,Google Gemini,42,0.52,Draft,55,39,No,4
2024,5,Canada,North America,51,51,52,24,Khanmigo,94,0.92,Draft,54,41,Yes,4
2024,5,Australia,Oceania,52,45,48,28,ChatGPT,96,0.93,Draft,53,43,Yes,4
2024,6,United States,North America,53,49,47,38,Khanmigo,90,0.9,Draft,56,46,No,3
2024,6,United Kingdom,Europe,50,51,52,15,ChatGPT,92,0.91,Draft,54,43,Yes,5
2024,6,China,Asia,53,48,45,59,Microsoft Copilot,70,0.75,None,55,47,No,3
2024,6,India,Asia,53,52,45,32,ChatGPT,50,0.64,Active,56,39,Yes,7
2024,6,Germany,Europe,50,51,45,50,ChatGPT,93,0.94,Draft,52,39,No,6
2024,6,Brazil,South America,49,49,45,25,Google Gemini,75,0.7,Draft,53,41,Yes,8
2024,6,Pakistan,Asia,55,51,52,43,Google Gemini,45,0.55,Draft,59,44,No,6
2024,6,Nigeria,Africa,46,46,47,45,Google Gemini,42,0.52,Draft,51,41,No,3
2024,6,Canada,North America,46,49,48,14,ChatGPT,94,0.92,None,49,35,No,6
2024,6,Australia,Oceania,53,50,50,50,Google Gemini,96,0.93,Active,57,43,Yes,10
2024,7,United States,North America,51,45,50,42,Khanmigo,90,0.9,None,53,39,No,9
2024,7,United Kingdom,Europe,54,47,49,40,Microsoft Copilot,92,0.91,Active,56,39,Yes,9
2024,7,China,Asia,45,46,47,55,Khanmigo,70,0.75,None,47,38,No,5
2024,7,India,Asia,49,48,52,8,Microsoft Copilot,50,0.64,Active,54,41,Yes,4
2024,7,Germany,Europe,45,49,50,11,Khanmigo,93,0.94,None,46,36,No,4
2024,7,Brazil,South America,45,52,49,39,Khanmigo,75,0.7,Active,46,36,Yes,6
2024,7,Pakistan,Asia,45,47,45,48,Microsoft Copilot,45,0.55,None,48,37,No,9
2024,7,Nigeria,Africa,45,53,48,43,ChatGPT,42,0.52,None,45,39,No,1
2024,7,Canada,North America,54,49,51,9,ChatGPT,94,0.92,None,54,43,Yes,3
2024,7,Australia,Oceania,46,46,50,20,Microsoft Copilot,96,0.93,Draft,48,36,Yes,7
2024,8,United States,North America,55,46,47,40,Google Gemini,90,0.9,Draft,58,44,No,8
2024,8,United Kingdom,Europe,54,47,48,26,ChatGPT,92,0.91,Draft,59,46,No,6
2024,8,China,Asia,51,50,50,8,Google Gemini,70,0.75,Active,52,41,Yes,10
2024,8,India,Asia,52,51,47,42,Microsoft Copilot,50,0.64,Active,56,37,Yes,4
2024,8,Germany,Europe,52,49,51,10,ChatGPT,93,0.94,None,53,41,No,9
2024,8,Brazil,South America,54,47,50,60,Google Gemini,75,0.7,Active,54,48,No,1
2024,8,Pakistan,Asia,53,52,47,48,Khanmigo,45,0.55,Draft,53,38,No,9
2024,8,Nigeria,Africa,52,51,52,35,Microsoft Copilot,42,0.52,None,56,41,Yes,6
2024,8,Canada,North America,54,51,47,21,Khanmigo,94,0.92,None,59,45,No,10
2024,8,Australia,Oceania,52,50,49,44,ChatGPT,96,0.93,None,54,46,Yes,5
2024,9,United States,North America,53,48,50,60,Khanmigo,90,0.9,Draft,56,46,No,3
2024,9,United Kingdom,Europe,53,48,48,25,Microsoft Copilot,92,0.91,Draft,57,39,Yes,10
2024,9,China,Asia,46,47,47,18,Microsoft Copilot,70,0.75,Draft,47,41,Yes,5
2024,9,India,Asia,47,50,50,11,ChatGPT,50,0.64,Draft,52,39,Yes,4
2024,9,Germany,Europe,47,46,47,48,Khanmigo,93,0.94,Draft,49,35,Yes,7
2024,9,Brazil,South America,52,46,48,6,Khanmigo,75,0.7,Active,57,47,Yes,4
2024,9,Pakistan,Asia,46,50,52,14,ChatGPT,45,0.55,Active,51,41,No,10
2024,9,Nigeria,Africa,49,45,52,26,ChatGPT,42,0.52,Draft,49,34,Yes,10
2024,9,Canada,North America,52,51,49,28,Microsoft Copilot,94,0.92,None,57,40,No,5
2024,9,Australia,Oceania,53,47,49,27,Microsoft Copilot,96,0.93,None,57,47,Yes,8
2024,10,United States,North America,52,48,49,35,Microsoft Copilot,90,0.9,Active,56,43,Yes,10
2024,10,United Kingdom,Europe,45,46,50,44,Microsoft Copilot,92,0.91,Draft,46,34,Yes,1
2024,10,China,Asia,54,52,51,47,ChatGPT,70,0.75,Draft,55,45,No,8
2024,10,India,Asia,54,52,50,53,Microsoft Copilot,50,0.64,None,59,43,Yes,5
2024,10,Germany,Europe,55,47,50,20,ChatGPT,93,0.94,None,56,46,Yes,4
2024,10,Brazil,South America,48,53,50,6,ChatGPT,75,0.7,Draft,48,35,No,10
2024,10,Pakistan,Asia,50,49,45,28,Google Gemini,45,0.55,Active,54,42,No,6
2024,10,Nigeria,Africa,54,51,52,32,Google Gemini,42,0.52,Draft,57,42,No,1
2024,10,Canada,North America,45,51,49,60,ChatGPT,94,0.92,Active,50,40,No,9
